hard_data
4
X
Y
Z
facies
103 10 1 1.0000000000
204 16 1 0.0000000000
215 18 1 0.0000000000
85 21 1 0.0000000000
216 21 1 0.0000000000
225 23 1 0.0000000000
159 38 1 0.0000000000
244 46 1 0.0000000000
26 53 1 1.0000000000
79 53 1 0.0000000000
172 58 1 0.0000000000
232 61 1 0.0000000000
1 80 1 0.0000000000
231 86 1 0.0000000000
243 90 1 0.0000000000
53 98 1 0.0000000000
127 98 1 0.0000000000
145 102 1 0.0000000000
91 109 1 0.0000000000
23 112 1 0.0000000000
51 113 1 1.0000000000
11 114 1 0.0000000000
134 123 1 1.0000000000
87 132 1 1.0000000000
136 133 1 0.0000000000
195 133 1 1.0000000000
175 135 1 0.0000000000
230 135 1 0.0000000000
41 137 1 0.0000000000
79 150 1 1.0000000000
235 152 1 0.0000000000
200 153 1 0.0000000000
151 158 1 1.0000000000
82 160 1 0.0000000000
51 172 1 0.0000000000
16 173 1 1.0000000000
83 176 1 0.0000000000
33 186 1 0.0000000000
53 189 1 1.0000000000
118 192 1 0.0000000000
163 192 1 1.0000000000
199 201 1 1.0000000000
43 202 1 0.0000000000
52 211 1 1.0000000000
198 212 1 0.0000000000
35 216 1 0.0000000000
155 228 1 0.0000000000
147 243 1 0.0000000000
148 243 1 0.0000000000
177 245 1 0.0000000000
